brand,model,price_usd,ram_gb,storage_gb,camera_mp,battery_mah,display_size_inch,charging_watt,5g_support,os,processor,rating,release_month,year
Oppo,Reno 12 284,691,8,1024,48,6000,5.6,44,Yes,Android,Snapdragon 7+ Gen 2,4.5,June,2025
Samsung,Galaxy Z Fold6 335,811,8,128,200,6000,5.7,120,No,Android,Snapdragon 7+ Gen 2,3.6,May,2025
Oppo,A98 334,1441,12,256,200,6000,6.9,44,No,Android,Tensor G4,4.5,June,2025
Xiaomi,Mi 13 Ultra 539,1357,12,128,12,6000,6,65,No,Android,Snapdragon 8 Gen 3,4.8,August,2025
OnePlus,OnePlus 12 611,184,12,1024,108,6000,7,65,No,Android,Snapdragon 6 Gen 1,3.6,July,2025
Infinix,GT 20 Pro 983,596,12,256,12,5500,7,65,Yes,Android,Tensor G4,4.3,November,2025
Google,Pixel 9 654,538,8,64,108,4000,6.9,120,Yes,Android,Snapdragon 8 Gen 3,4.4,April,2025
Vivo,Y200 695,918,16,1024,200,4000,7.1,65,Yes,Android,Snapdragon 7+ Gen 2,4.4,March,2025
Oppo,Reno 11 16,1008,16,512,48,6000,5.9,65,No,Android,Snapdragon 7+ Gen 2,4.3,February,2025
Xiaomi,Mi 13 Ultra 967,997,12,1024,200,5000,5.5,18,No,Android,Snapdragon 7+ Gen 2,4.4,June,2025
Realme,GT 7 Pro 938,1181,12,512,12,6000,5.8,33,No,Android,Snapdragon 6 Gen 1,4.9,May,2025
Google,Pixel 9 Pro 47,141,8,128,108,4500,7,120,Yes,Android,Dimensity 9300,4.5,March,2025
Oppo,A98 898,1322,8,256,12,6000,5.8,18,Yes,Android,Snapdragon 7+ Gen 2,3.8,June,2025
Samsung,Galaxy M55 821,400,12,1024,108,6000,7.2,100,Yes,Android,Exynos 2400,3.8,December,2025
Vivo,V30 973,488,4,512,48,5500,5.8,44,No,Android,Dimensity 9300,4.9,April,2025
OnePlus,Nord 4 275,853,4,512,48,4500,6.3,18,No,Android,Snapdragon 6 Gen 1,4.7,November,2025
Apple,iPhone 16 Pro 7,336,8,512,64,4500,6.3,120,Yes,iOS,Tensor G4,3.8,August,2025
Infinix,GT 20 Pro 161,464,8,512,12,6000,6.6,120,Yes,Android,Tensor G4,4.5,March,2025
Samsung,Galaxy S24 820,1498,16,512,50,5000,5.7,120,Yes,Android,Tensor G4,3.8,May,2025
Samsung,Galaxy M55 841,278,8,128,200,4000,5.7,100,No,Android,Snapdragon 7+ Gen 2,4.8,January,2025
Samsung,Galaxy Z Fold6 173,1215,4,256,12,4500,5.9,33,Yes,Android,Snapdragon 7+ Gen 2,4.4,February,2025
Oppo,A98 582,1282,12,1024,200,5000,6.6,120,No,Android,Snapdragon 8 Gen 3,4,December,2025
Xiaomi,Mi 13 Ultra 126,882,16,512,48,5500,5.9,65,Yes,Android,A18 Pro,4,March,2025
Infinix,Zero 30 847,814,4,512,108,5000,7.2,44,No,Android,Exynos 2400,4.1,December,2025
Vivo,V29e 888,820,4,512,108,4500,6.3,33,Yes,Android,Snapdragon 6 Gen 1,3.7,April,2025
Samsung,Galaxy S24 Ultra 974,1381,4,64,48,5500,5.6,100,No,Android,Snapdragon 6 Gen 1,3.8,February,2025
Infinix,GT 20 Pro 896,429,4,128,108,4500,6.9,100,Yes,Android,Snapdragon 6 Gen 1,4.2,February,2025
Infinix,Zero 30 436,808,12,64,200,5000,7.1,44,Yes,Android,Helio G99,4.8,January,2025
Apple,iPhone 16 826,492,12,64,12,4500,6.6,33,No,iOS,Snapdragon 6 Gen 1,4.1,September,2025
Realme,Narzo 70 772,1150,4,128,50,4000,5.7,100,Yes,Android,Snapdragon 8 Gen 3,3.8,July,2025
Oppo,Find X7 753,492,16,256,200,4000,6.3,18,Yes,Android,Exynos 2400,4,April,2025
Google,Pixel 9 Pro 537,1337,6,128,200,4000,5.9,100,Yes,Android,Snapdragon 7+ Gen 2,3.5,January,2025
Vivo,V29e 816,1220,16,512,12,5500,5.7,100,Yes,Android,Dimensity 9300,3.9,April,2025
Oppo,Reno 12 293,567,6,128,108,5000,6.8,100,Yes,Android,Snapdragon 8 Gen 3,5,October,2025
Realme,GT Neo 6 43,1044,16,1024,64,6000,6.9,33,No,Android,Tensor G4,4.7,November,2025
Apple,iPhone 16 Pro 887,1204,4,128,200,4500,6.4,100,Yes,iOS,Helio G99,3.8,February,2025
Xiaomi,Mi 14 617,1363,16,1024,50,4000,6.7,100,No,Android,Snapdragon 8 Gen 3,4.8,February,2025
Vivo,X100 Pro 935,1495,6,64,64,5000,5.6,18,Yes,Android,Snapdragon 8 Gen 3,4.9,April,2025
Vivo,Y200 311,497,4,128,12,4000,6.5,65,No,Android,Dimensity 9300,4.3,September,2025
Apple,iPhone 16 Pro Max 228,933,8,1024,48,5500,5.7,65,Yes,iOS,Helio G99,3.7,August,2025
Samsung,Galaxy M55 741,729,6,128,12,5500,7.1,65,Yes,Android,Helio G99,4.9,July,2025
Samsung,Galaxy Z Fold6 711,1189,16,256,64,6000,6.4,44,Yes,Android,A18 Pro,3.7,March,2025
Google,Pixel 8 418,1278,4,1024,64,6000,5.5,65,No,Android,Tensor G4,4.2,October,2025
OnePlus,OnePlus 13 841,1292,8,512,48,5500,7,33,No,Android,Snapdragon 8 Gen 3,4.5,January,2025
Infinix,Hot 40 120,548,4,512,50,4500,7.2,100,Yes,Android,Exynos 2400,4.4,August,2025
Apple,iPhone 14 358,818,4,64,48,4000,7.1,33,No,iOS,Tensor G4,5,December,2025
Realme,11 Pro+ 590,809,12,64,48,4000,6.2,65,No,Android,A18 Pro,4,July,2025
Vivo,Y100A 23,1218,16,256,48,5000,6.8,65,Yes,Android,Snapdragon 6 Gen 1,3.5,April,2025
Vivo,V30 78,823,6,512,108,4000,6,33,No,Android,A18 Pro,4,March,2025
Samsung,Galaxy S24 554,898,12,128,12,6000,6.3,44,No,Android,Dimensity 9300,4.9,April,2025
Realme,C65 518,857,8,512,12,4000,6.1,65,No,Android,Snapdragon 8 Gen 3,3.9,June,2025
OnePlus,Nord CE 4 Lite 98,1064,6,512,200,6000,6,100,No,Android,Tensor G4,4.4,December,2025
Google,Pixel 7a 684,1426,4,64,108,5000,6.6,100,No,Android,A18 Pro,5,December,2025
Apple,iPhone 14 585,715,4,128,200,4000,6.1,100,Yes,iOS,Exynos 2400,4.9,May,2025
Xiaomi,Mi 14 308,1038,12,64,12,5500,5.8,100,Yes,Android,Exynos 2400,3.9,January,2025
Google,Pixel Fold 2 357,670,16,64,64,5500,6.1,120,Yes,Android,Snapdragon 8 Gen 3,4.8,February,2025
Infinix,Note 40 Pro 173,825,12,128,12,4500,6,44,No,Android,Dimensity 9300,4.8,July,2025
Google,Pixel 9 125,1300,16,256,64,4000,6.9,65,No,Android,Dimensity 9300,3.7,September,2025
Google,Pixel 9 Pro 793,966,4,512,64,6000,6.8,44,No,Android,A18 Pro,4,December,2025
Realme,GT Neo 6 840,1317,6,512,50,5500,6.2,65,Yes,Android,Helio G99,4.7,August,2025
Xiaomi,Poco F6 298,1255,6,64,200,5000,6.6,100,Yes,Android,Snapdragon 8 Gen 3,4.1,September,2025
Samsung,Galaxy A75 456,1034,16,64,48,6000,6.1,18,No,Android,Snapdragon 8 Gen 3,4,January,2025
OnePlus,OnePlus 12 505,299,12,512,50,4000,6.5,65,Yes,Android,Helio G99,4.6,July,2025
Realme,Narzo 70 166,1042,6,256,64,6000,6.5,120,Yes,Android,Snapdragon 6 Gen 1,4.7,November,2025
Vivo,Y100A 296,1165,6,64,48,4500,6.2,65,Yes,Android,Snapdragon 6 Gen 1,3.7,November,2025
Google,Pixel 8 114,1139,12,128,50,5500,6.2,120,No,Android,Exynos 2400,4.8,June,2025
Vivo,V29e 794,151,6,512,108,4500,6.1,100,No,Android,Snapdragon 8 Gen 3,3.6,June,2025
Realme,C65 744,830,4,512,48,4500,6.8,120,No,Android,Snapdragon 8 Gen 3,5,September,2025
Oppo,A98 681,166,8,64,12,6000,6.4,65,Yes,Android,Tensor G4,3.7,August,2025
Infinix,GT 20 Pro 156,858,4,256,200,6000,7,100,Yes,Android,Dimensity 9300,4.4,June,2025
Infinix,Zero 30 598,318,6,64,50,4500,5.7,44,Yes,Android,Snapdragon 6 Gen 1,3.8,November,2025
Vivo,X100 Pro 598,773,12,128,12,4000,7.2,65,Yes,Android,Snapdragon 6 Gen 1,4.1,January,2025
Samsung,Galaxy A75 923,1199,12,256,12,6000,6.1,100,Yes,Android,Dimensity 9300,3.5,June,2025
Realme,11 Pro+ 753,1274,6,1024,64,4000,6.8,44,Yes,Android,A18 Pro,4.3,February,2025
Infinix,Note 40 Pro 754,736,6,256,50,6000,6,100,No,Android,Helio G99,4.9,April,2025
Google,Pixel 8 153,920,4,256,200,4000,5.5,18,Yes,Android,Helio G99,3.5,April,2025
Apple,iPhone 14 545,497,4,128,50,4500,5.9,33,Yes,iOS,Snapdragon 7+ Gen 2,3.8,October,2025
Google,Pixel 8 349,1397,6,64,48,4000,5.6,100,Yes,Android,Snapdragon 8 Gen 3,4.8,April,2025
Google,Pixel 7a 566,983,4,512,50,5000,6.8,100,Yes,Android,Dimensity 9300,4,January,2025
Realme,GT 7 Pro 653,471,16,256,200,5000,7.1,44,Yes,Android,Dimensity 9300,3.7,March,2025
Google,Pixel Fold 2 280,947,6,128,12,6000,7.2,120,No,Android,Exynos 2400,4.2,July,2025
Samsung,Galaxy Z Fold6 943,230,6,256,108,4500,6.4,33,No,Android,Tensor G4,3.7,April,2025
Samsung,Galaxy A75 349,753,12,1024,48,6000,7.1,65,Yes,Android,Dimensity 9300,3.6,February,2025
OnePlus,OnePlus 12 388,118,8,64,48,6000,6.2,44,Yes,Android,Snapdragon 8 Gen 3,4.6,April,2025
OnePlus,OnePlus 12 33,926,4,256,12,4500,6.9,44,No,Android,Exynos 2400,4.2,August,2025
Vivo,X100 Pro 228,112,16,512,12,4500,6.7,33,Yes,Android,Tensor G4,4.5,March,2025
Realme,C65 668,298,16,128,12,4000,6.1,44,No,Android,Snapdragon 6 Gen 1,4.5,July,2025
Google,Pixel 7a 237,1080,8,1024,12,4500,6.7,120,No,Android,Helio G99,4.5,October,2025
Realme,GT 7 Pro 9,634,8,64,12,4000,6.9,65,Yes,Android,Helio G99,4.4,October,2025
Apple,iPhone 16 Pro Max 449,727,12,512,64,5000,6.9,65,No,iOS,Helio G99,3.8,July,2025
Vivo,V29e 185,126,12,512,200,4000,5.6,18,Yes,Android,Helio G99,3.7,April,2025
Xiaomi,Redmi Note 14 Pro 931,380,8,64,48,5000,7.2,65,Yes,Android,Tensor G4,4.5,July,2025
Vivo,Y100A 461,926,4,1024,12,4000,6.2,18,Yes,Android,Snapdragon 7+ Gen 2,3.6,November,2025
Vivo,X100 Pro 34,1325,6,1024,200,5500,6.9,100,No,Android,Helio G99,3.8,April,2025
Realme,Narzo 70 451,502,12,64,108,4500,6.2,65,No,Android,Exynos 2400,5,October,2025
Google,Pixel 7a 892,501,12,128,48,5000,6.8,44,No,Android,Snapdragon 6 Gen 1,3.7,October,2025
Realme,GT 7 Pro 979,631,4,128,48,5500,6,65,Yes,Android,Snapdragon 6 Gen 1,4.1,March,2025
Oppo,Reno 11 294,770,12,1024,12,4500,5.9,120,No,Android,Snapdragon 7+ Gen 2,3.9,February,2025
OnePlus,Nord CE 4 Lite 708,1414,8,64,48,5500,6,100,No,Android,A18 Pro,4.6,March,2025
Samsung,Galaxy M55 902,281,12,256,50,6000,6.4,18,No,Android,Snapdragon 7+ Gen 2,3.9,December,2025
Apple,iPhone 15 98,1403,12,256,12,4500,6.1,33,Yes,iOS,Snapdragon 7+ Gen 2,3.7,June,2025
Google,Pixel 9 Pro 616,709,12,512,108,5000,5.7,33,Yes,Android,A18 Pro,3.6,June,2025
Oppo,Reno 12 303,545,4,128,200,4000,7,65,No,Android,Snapdragon 8 Gen 3,3.7,March,2025
OnePlus,OnePlus 13R 331,909,8,256,12,5500,5.9,44,No,Android,A18 Pro,3.9,February,2025
Apple,iPhone 16 Pro Max 355,1020,8,64,108,6000,6.2,33,Yes,iOS,Snapdragon 6 Gen 1,4.4,February,2025
Xiaomi,Mi 14 105,1231,4,128,50,6000,6.5,33,No,Android,Exynos 2400,4,March,2025
Google,Pixel 9 Pro 475,969,16,256,108,6000,6.8,120,No,Android,Snapdragon 7+ Gen 2,4.6,January,2025
Samsung,Galaxy M55 365,447,16,512,48,5500,6.2,65,Yes,Android,Snapdragon 8 Gen 3,4.4,December,2025
Infinix,Hot 40 779,1088,16,64,12,6000,6.5,33,Yes,Android,Exynos 2400,4.1,February,2025
Realme,11 Pro+ 210,910,6,512,108,5000,6.8,44,Yes,Android,Snapdragon 8 Gen 3,3.9,February,2025
Realme,GT Neo 6 365,1072,6,1024,108,6000,6.3,100,No,Android,Tensor G4,4.2,March,2025
Xiaomi,Poco X6 Pro 913,1062,12,256,12,5000,6.6,33,No,Android,A18 Pro,4.1,February,2025
Google,Pixel 8 951,761,4,64,200,6000,6.2,65,Yes,Android,Helio G99,3.5,July,2025
Oppo,F27 Pro 149,933,4,512,108,4500,5.9,18,No,Android,Snapdragon 6 Gen 1,4.5,February,2025
Samsung,Galaxy S24 Ultra 657,349,16,64,200,4000,6.5,120,Yes,Android,Snapdragon 6 Gen 1,4.5,May,2025
OnePlus,OnePlus 12 258,665,6,1024,48,6000,6.9,18,No,Android,Exynos 2400,4.4,September,2025
Vivo,X100 Pro 548,582,6,64,12,5000,7,100,No,Android,Snapdragon 8 Gen 3,4.3,July,2025
OnePlus,OnePlus 13 88,883,16,1024,64,6000,5.7,100,No,Android,Snapdragon 6 Gen 1,4.3,April,2025
Samsung,Galaxy M55 856,896,16,1024,108,4000,6.7,65,No,Android,Snapdragon 7+ Gen 2,4.6,April,2025
Realme,11 Pro+ 935,984,16,512,50,5500,6.2,18,No,Android,Exynos 2400,3.6,December,2025
Google,Pixel 8 180,777,8,128,50,6000,7.1,120,No,Android,Dimensity 9300,3.6,September,2025
Google,Pixel 7a 380,1427,4,128,200,5000,6.9,33,Yes,Android,Dimensity 9300,3.8,January,2025
Xiaomi,Mi 14 542,951,16,256,108,4000,6,44,No,Android,Snapdragon 6 Gen 1,4.8,May,2025
Apple,iPhone 16 Pro 518,1043,4,1024,200,5500,5.6,65,No,iOS,Exynos 2400,4.3,August,2025
OnePlus,OnePlus 12 687,1483,12,512,50,5500,7,65,Yes,Android,Helio G99,4.1,April,2025
Realme,Narzo 70 742,1249,4,512,108,6000,5.6,65,Yes,Android,Snapdragon 7+ Gen 2,4.7,June,2025
Apple,iPhone 14 583,1291,16,1024,64,4500,6.8,100,Yes,iOS,Dimensity 9300,3.9,November,2025
Vivo,V30 561,1206,16,64,200,4000,6.6,18,Yes,Android,Helio G99,4,July,2025
Oppo,Reno 11 621,1225,16,1024,108,4000,6,65,Yes,Android,Helio G99,3.7,April,2025
Apple,iPhone 16 Pro Max 419,1275,12,1024,50,4500,5.9,100,No,iOS,A18 Pro,3.7,May,2025
Oppo,Find X7 856,635,8,512,200,5000,6,65,No,Android,Snapdragon 7+ Gen 2,4,April,2025
Realme,GT 7 Pro 5,1080,12,64,200,4000,5.9,65,No,Android,Snapdragon 6 Gen 1,4.8,July,2025
Realme,GT Neo 6 297,1147,16,256,50,5500,5.9,33,Yes,Android,Dimensity 9300,3.9,February,2025
Apple,iPhone 16 384,1100,4,128,64,5500,6.1,44,Yes,iOS,Snapdragon 7+ Gen 2,3.7,January,2025
Oppo,Find X7 82,730,8,128,108,4000,5.7,65,No,Android,Helio G99,3.9,September,2025
Oppo,Reno 11 68,892,4,1024,12,4500,6.7,100,Yes,Android,Exynos 2400,4.7,November,2025
Xiaomi,Poco X6 Pro 676,230,6,1024,64,4000,7,100,No,Android,Exynos 2400,4.2,May,2025
Oppo,A98 926,820,4,1024,108,5000,6.4,44,No,Android,Tensor G4,3.7,July,2025
OnePlus,OnePlus 13 863,830,16,64,48,6000,5.6,33,Yes,Android,Snapdragon 8 Gen 3,4.2,November,2025
Google,Pixel 9 Pro 314,131,4,1024,200,6000,6.6,18,Yes,Android,Tensor G4,4,July,2025
Google,Pixel 7a 786,1458,12,128,200,5500,6.7,18,No,Android,Snapdragon 8 Gen 3,4.4,May,2025
Oppo,Reno 12 328,875,4,64,48,4000,7.2,33,No,Android,Tensor G4,3.8,April,2025
Oppo,F27 Pro 521,1479,6,256,200,5000,5.9,33,No,Android,A18 Pro,4.3,July,2025
Samsung,Galaxy A75 29,375,12,512,50,5000,7,120,No,Android,Exynos 2400,4.4,May,2025
Apple,iPhone 16 Pro 166,1109,12,128,12,5500,6.6,65,No,iOS,Dimensity 9300,3.6,August,2025
OnePlus,OnePlus 13R 774,1303,4,512,108,5500,6.6,65,Yes,Android,Snapdragon 8 Gen 3,3.8,January,2025
Oppo,Find X7 463,413,6,64,200,4000,7,65,Yes,Android,Exynos 2400,4.4,April,2025
Infinix,GT 20 Pro 122,836,12,128,50,6000,6.8,33,Yes,Android,Tensor G4,5,May,2025
Google,Pixel 9 Pro 740,1127,12,512,50,4000,6.5,33,No,Android,A18 Pro,3.6,August,2025
Infinix,Hot 40 445,533,4,512,200,5000,6.5,120,Yes,Android,Exynos 2400,4.7,May,2025
Apple,iPhone 15 723,170,6,512,48,5500,6.6,18,Yes,iOS,Exynos 2400,4.9,December,2025
Google,Pixel 8 580,520,8,512,108,4500,6.7,65,Yes,Android,Snapdragon 6 Gen 1,3.9,August,2025
Samsung,Galaxy Z Fold6 603,419,4,128,64,6000,7.1,65,Yes,Android,Tensor G4,4.9,April,2025
Xiaomi,Redmi Note 14 Pro 171,1475,8,256,108,5500,6.7,100,Yes,Android,Tensor G4,4.5,November,2025
Samsung,Galaxy A75 281,699,6,512,50,4500,5.9,33,Yes,Android,A18 Pro,4.8,November,2025
Infinix,Smart 8 912,1019,4,256,200,6000,6.8,18,No,Android,Snapdragon 8 Gen 3,3.6,April,2025
Xiaomi,Mi 13 Ultra 916,1436,8,256,64,4000,6.1,33,No,Android,Snapdragon 7+ Gen 2,3.5,February,2025
Oppo,Find X7 378,1391,8,256,50,5500,6.9,65,No,Android,Dimensity 9300,4.8,March,2025
Xiaomi,Poco X6 Pro 955,1277,8,64,108,5000,7,44,No,Android,Snapdragon 8 Gen 3,4.2,July,2025
Google,Pixel 7a 59,122,4,64,200,6000,6.7,18,No,Android,Tensor G4,5,September,2025
Oppo,Reno 11 550,1261,16,512,50,5500,6.3,65,Yes,Android,A18 Pro,3.9,August,2025
Oppo,Find X7 500,186,8,512,48,6000,6.9,120,Yes,Android,Tensor G4,3.6,April,2025
Infinix,GT 20 Pro 113,1166,12,256,108,5000,7,65,Yes,Android,Snapdragon 6 Gen 1,4.9,April,2025
Samsung,Galaxy S24 Ultra 69,482,12,128,50,4500,6.6,18,No,Android,Exynos 2400,4,November,2025
Oppo,Reno 12 352,948,4,1024,12,5500,5.9,120,No,Android,A18 Pro,4.4,July,2025
Samsung,Galaxy M55 301,899,16,128,64,6000,5.9,18,Yes,Android,Snapdragon 6 Gen 1,3.9,March,2025
Vivo,X100 Pro 684,895,4,128,48,5000,7,65,Yes,Android,Snapdragon 6 Gen 1,4.6,February,2025
Vivo,X100 Pro 76,1210,12,512,108,5500,5.9,120,Yes,Android,Snapdragon 8 Gen 3,4.2,October,2025
Google,Pixel 9 671,664,8,64,50,4000,6.8,18,Yes,Android,Helio G99,4.4,February,2025
Apple,iPhone 16 Pro Max 117,1186,8,512,200,4000,6.5,18,No,iOS,Exynos 2400,3.9,February,2025
Oppo,Find X7 240,202,4,128,48,5500,5.9,65,No,Android,Helio G99,3.7,December,2025
Google,Pixel 8 16,138,16,64,50,4000,6.3,44,Yes,Android,A18 Pro,3.7,March,2025
Infinix,GT 20 Pro 695,1294,8,256,64,4000,5.5,65,No,Android,Snapdragon 7+ Gen 2,5,March,2025
Apple,iPhone 16 Pro Max 11,602,6,512,108,4500,6.9,65,No,iOS,Dimensity 9300,4.4,June,2025
Apple,iPhone 16 Pro Max 409,383,16,1024,64,5500,6.7,44,Yes,iOS,Snapdragon 7+ Gen 2,3.6,August,2025
OnePlus,Nord 4 500,491,4,256,48,4000,7.2,100,No,Android,Snapdragon 6 Gen 1,3.6,October,2025
Oppo,F27 Pro 139,1064,12,1024,108,5000,6.7,120,Yes,Android,Exynos 2400,4.1,October,2025
Infinix,Note 40 Pro 876,109,4,1024,108,4500,7.1,100,No,Android,Exynos 2400,3.8,October,2025
Vivo,X100 Pro 55,312,8,512,64,5500,6.7,44,Yes,Android,Snapdragon 6 Gen 1,4.7,January,2025
Apple,iPhone 16 27,1163,12,128,108,6000,5.5,120,No,iOS,Tensor G4,4.4,June,2025
Realme,C65 269,834,16,128,50,5000,6.2,33,Yes,Android,Dimensity 9300,4.6,April,2025
OnePlus,OnePlus 13 578,1283,4,64,200,5500,7,33,No,Android,Helio G99,4.9,February,2025
Infinix,GT 20 Pro 749,1466,4,1024,108,4500,6.9,120,No,Android,Snapdragon 7+ Gen 2,3.8,November,2025
Vivo,V29e 936,984,16,256,200,4500,6.8,44,Yes,Android,Snapdragon 6 Gen 1,4.9,August,2025
Google,Pixel 7a 526,707,12,64,200,5000,6.9,18,Yes,Android,Snapdragon 8 Gen 3,4.8,May,2025
Google,Pixel 9 Pro 117,121,4,512,48,5000,6.7,44,No,Android,A18 Pro,4.3,April,2025
OnePlus,OnePlus 13R 542,1471,16,64,108,5500,6.6,65,No,Android,Snapdragon 7+ Gen 2,3.6,October,2025
OnePlus,Nord CE 4 Lite 541,923,8,128,64,5000,5.9,44,No,Android,Exynos 2400,3.9,August,2025
Apple,iPhone 16 Pro 894,1371,16,128,64,4500,7,65,No,iOS,Helio G99,4.1,October,2025
Vivo,Y100A 981,779,6,512,64,4500,6.7,120,Yes,Android,Helio G99,4.4,October,2025
Oppo,F27 Pro 171,209,16,64,200,5000,6.1,65,No,Android,Dimensity 9300,4.2,October,2025
Oppo,Reno 11 954,1444,4,256,12,4500,7,65,Yes,Android,Tensor G4,4.3,December,2025
Xiaomi,Mi 14 154,1079,12,128,108,6000,6.6,65,Yes,Android,Helio G99,3.6,July,2025
Vivo,Y100A 298,404,8,1024,50,5000,7,120,Yes,Android,Helio G99,4.1,September,2025
Google,Pixel 9 187,1019,8,1024,50,5500,6.2,120,No,Android,Dimensity 9300,4.1,September,2025
Oppo,F27 Pro 169,1050,6,64,48,4000,6.6,44,No,Android,Helio G99,3.9,April,2025
Infinix,GT 20 Pro 47,1221,6,512,48,4500,7,33,Yes,Android,Snapdragon 8 Gen 3,3.9,June,2025
OnePlus,Nord CE 4 Lite 619,1121,8,128,200,4500,6.7,100,No,Android,A18 Pro,3.8,September,2025
Infinix,Note 40 Pro 692,586,16,128,48,4000,7.1,120,Yes,Android,Exynos 2400,3.6,September,2025
Oppo,Reno 12 386,1209,16,512,200,4000,6.7,120,Yes,Android,Exynos 2400,3.7,September,2025
Xiaomi,Mi 13 Ultra 367,302,8,64,50,5500,7,65,Yes,Android,Tensor G4,4.8,November,2025
Vivo,X100 Pro 903,1345,16,512,200,4500,6.7,120,No,Android,Exynos 2400,4.6,September,2025
Samsung,Galaxy S24 630,1109,4,64,108,6000,6.1,120,Yes,Android,A18 Pro,3.9,March,2025
Samsung,Galaxy A75 442,165,12,64,50,6000,6.5,65,Yes,Android,Snapdragon 6 Gen 1,4.1,June,2025
OnePlus,OnePlus 13 132,1186,8,1024,200,4500,6.2,44,No,Android,Tensor G4,4.3,July,2025
Google,Pixel 9 917,821,6,512,200,5500,6.3,100,No,Android,Snapdragon 6 Gen 1,3.6,September,2025
Realme,GT 7 Pro 870,1379,4,512,48,5500,7,65,Yes,Android,Helio G99,3.7,April,2025
Oppo,F27 Pro 789,1085,4,512,48,4000,6.1,18,Yes,Android,A18 Pro,4.7,December,2025
Xiaomi,Mi 14 209,1255,4,512,50,5500,6,18,Yes,Android,Exynos 2400,4,January,2025
Infinix,Zero 30 763,359,8,512,200,4500,6.1,18,No,Android,Snapdragon 7+ Gen 2,4.1,June,2025
Google,Pixel 9 348,474,12,256,12,5000,7.2,120,Yes,Android,Snapdragon 8 Gen 3,3.9,July,2025
Realme,11 Pro+ 904,1296,6,512,108,4500,6.7,33,Yes,Android,Dimensity 9300,4.8,April,2025
Google,Pixel Fold 2 954,355,8,64,50,4500,6.8,33,No,Android,Snapdragon 8 Gen 3,3.9,November,2025
Samsung,Galaxy M55 840,1435,12,128,64,6000,7,100,Yes,Android,A18 Pro,4.8,November,2025
Vivo,V29e 522,1146,12,128,108,5000,6.8,33,Yes,Android,Helio G99,4.3,December,2025
Apple,iPhone 16 612,1163,4,512,64,4000,6.7,65,No,iOS,Snapdragon 7+ Gen 2,4.3,August,2025
Xiaomi,Mi 13 Ultra 5,884,4,1024,50,6000,6.5,100,Yes,Android,Tensor G4,3.6,October,2025
Google,Pixel 8 989,121,4,128,64,5000,6.4,100,No,Android,Snapdragon 6 Gen 1,3.5,June,2025
Realme,Narzo 70 716,231,16,256,200,5500,5.7,65,Yes,Android,Dimensity 9300,4.3,July,2025
Vivo,V29e 40,427,8,512,48,5000,5.8,100,No,Android,A18 Pro,3.8,July,2025
Xiaomi,Mi 13 Ultra 839,928,4,512,200,4500,6.8,120,Yes,Android,Helio G99,4.9,July,2025
Apple,iPhone 15 620,225,4,1024,48,5000,7.2,65,Yes,iOS,Snapdragon 8 Gen 3,3.9,October,2025
Google,Pixel 7a 498,889,4,1024,50,5500,6.5,100,Yes,Android,A18 Pro,4.2,April,2025
Realme,GT Neo 6 821,881,16,64,200,6000,5.7,18,No,Android,Exynos 2400,4.2,July,2025
Google,Pixel 9 21,402,12,1024,48,6000,5.8,120,Yes,Android,Snapdragon 8 Gen 3,4.3,May,2025
Realme,GT Neo 6 449,1334,4,128,108,4000,6,44,Yes,Android,Tensor G4,3.7,July,2025
Apple,iPhone 16 Pro 89,151,8,128,108,5500,6.3,44,Yes,iOS,Dimensity 9300,4.7,June,2025
Samsung,Galaxy S24 Ultra 469,218,12,256,108,4500,6.6,65,No,Android,Snapdragon 7+ Gen 2,4.4,June,2025
Xiaomi,Mi 14 62,1309,12,256,50,5000,6.4,65,Yes,Android,Snapdragon 8 Gen 3,4.2,December,2025
Vivo,V30 87,210,12,128,64,6000,6.6,18,Yes,Android,Exynos 2400,3.9,February,2025
Realme,Narzo 70 335,179,8,512,108,5500,5.6,44,Yes,Android,Snapdragon 8 Gen 3,4.2,August,2025
Realme,GT 7 Pro 522,1271,12,64,48,5500,6.7,100,No,Android,Exynos 2400,5,March,2025
Apple,iPhone 15 752,922,4,1024,108,5500,7,65,No,iOS,Snapdragon 7+ Gen 2,4.4,November,2025
OnePlus,Nord 4 794,833,12,256,108,5500,6.7,44,Yes,Android,Snapdragon 7+ Gen 2,5,April,2025
OnePlus,Nord CE 4 Lite 147,1234,8,512,48,4000,6.2,100,No,Android,Snapdragon 8 Gen 3,4.9,September,2025
Vivo,Y200 244,1397,6,128,48,6000,5.8,18,Yes,Android,Snapdragon 8 Gen 3,3.7,May,2025
Apple,iPhone 16 Pro 231,183,8,128,64,6000,7.2,120,Yes,iOS,Snapdragon 6 Gen 1,4.3,July,2025
Apple,iPhone 14 43,1058,6,64,48,5000,6.8,44,No,iOS,Snapdragon 8 Gen 3,3.5,July,2025
Realme,Narzo 70 406,1320,6,64,50,4000,6.9,18,Yes,Android,Helio G99,3.7,February,2025
Samsung,Galaxy S24 Ultra 403,655,16,128,64,5000,6.9,33,No,Android,Snapdragon 8 Gen 3,4.8,December,2025
Vivo,V30 731,210,4,512,64,5000,6.2,44,Yes,Android,Tensor G4,3.9,December,2025
Apple,iPhone 16 Pro 238,873,6,256,50,6000,6,33,Yes,iOS,A18 Pro,4.8,April,2025
